"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Power Rating (mW)","Value","Tolerance","Temperature Coefficient","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"ERA3AEB2493V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","249k","0.1%","±25ppm/℃","","","LCSC","C491122","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2004071109_PANASONIC-ERA3AEB2493V_C491122.pdf"
"ARG03DTC2493","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","249k","0.5%","±25ppm/℃","","","LCSC","C311921","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG03DTC2493_C311921.pdf"
"0603WAF2493T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","249k","1%","±100ppm/℃","","","LCSC","C22918","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2493T5E_C22918.pdf"
"RCS0603249KFKEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","250","249k","1%","±100ppm/℃","","","LCSC","C2092751","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-RCS0603249KFKEA_C2092751.pdf"
"RT0805BRD07249KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","249k","0.1%","±25ppm/℃","","","LCSC","C706231","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009282137_YAGEO-RT0805BRD07249KL_C706231.pdf"
"RT0805DRD07249KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","249k","0.5%","±25ppm/℃","","","LCSC","C706314","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010201810_YAGEO-RT0805DRD07249KL_C706314.pdf"
"ARG05FTC2493","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","249k","1%","±25ppm/℃","","","LCSC","C218450","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG05FTC2493_C218450.pdf"
"PTFR0805B249KN9","RESI","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","130","249k","0.1%","±10ppm/℃","","","LCSC","C7470230","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2405061538_RESI-PTFR0805B249KN9_C7470230.pdf"
"HPCR0805F249KK9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","249k","1%","±100ppm/℃","","","LCSC","C365271","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409141113_RESI-HPCR0805F249KK9_C365271.pdf"
"AR06BTC2493A","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","125","249k","0.1%","±25ppm/℃","","","LCSC","C304120","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR06BTC2493A_C304120.pdf"
"AR06FTC2493","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","125","249k","1%","±25ppm/℃","","","LCSC","C374827","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR06FTC2493_C374827.pdf"
"PTFR1206B249KP9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","249k","0.1%","±25ppm/℃","","","LCSC","C351479","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280131_RESI-PTFR1206B249KP9_C351479.pdf"
"ARG06DTC2493","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","249k","0.5%","±25ppm/℃","","","LCSC","C311970","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG06DTC2493_C311970.pdf"
"1206W4F2493T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","249k","1%","±100ppm/℃","","","LCSC","C34578","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-1206W4F2493T5E_C34578.pdf"
"TNPW1206249KBEEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","400","249k","0.1%","±25ppm/℃","","","LCSC","C2073456","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Vishay-Intertech-TNPW1206249KBEEA_C2073456.pdf"
"AR13BTC2493A","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","250","249k","0.1%","±25ppm/℃","","","LCSC","C304149","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811061027_Viking-Tech-AR13BTC2493A_C304149.pdf"
"CR1210F249KP05Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","249k","1%","±100ppm/℃","","","LCSC","C174556","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR1210F249KP05Z_C174556.pdf"
"ERJ-U12F2493U","PANASONIC","__template_resistor","symbols/resistor.SchLib","R1812","footprints/resistor.PcbLib","1812","750","249k","1%","±100ppm/℃","","","LCSC","C1860964","Datasheet","https://datasheet.lcsc.com/lcsc/2201271700_PANASONIC-ERJ-U12F2493U_C1860964.pdf"
"201007F2493T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","249k","1%","±100ppm/℃","","","LCSC","C407059","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-201007F2493T4E_C407059.pdf"
"ARG06BTC2503N","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","250k","0.1%","±25ppm/℃","","","LCSC","C2828893","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2105241808_Viking-Tech-ARG06BTC2503N_C2828893.pdf"
"AC0402DR-07255KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","255k","0.5%","±100ppm/℃","","","LCSC","C226702","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC0402DR-07255KL_C226702.pdf"
"0402WGF2553TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","255k","1%","±100ppm/℃","","","LCSC","C270623","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2205312300_UNI-ROYAL-Uniroyal-Elec-0402WGF2553TCE_C270623.pdf"
"ERJ2RKF2553X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","255k","1%","±100ppm/℃","","","LCSC","C2986594","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2207111830_PANASONIC-ERJ2RKF2553X_C2986594.pdf"
"RT0603BRD07255KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","255k","0.1%","±25ppm/℃","","","LCSC","C861254","Datasheet","https://datasheet.lcsc.com/lcsc/2202281730_YAGEO-RT0603BRD07255KL_C861254.pdf"
"AC0603DR-07255KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","255k","0.5%","±100ppm/℃","","","LCSC","C727960","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC0603DR-07255KL_C727960.pdf"
"FRC0603F2553TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","255k","1%","±100ppm/℃","","","LCSC","C2933180","Datasheet","https://datasheet.lcsc.com/lcsc/2308241103_FOJAN-FRC0603F2553TS_C2933180.pdf"
"ARG05DTC2553N","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","255k","0.5%","±25ppm/℃","","","LCSC","C2984474","Datasheet","https://datasheet.lcsc.com/lcsc/2203231830_Viking-Tech-ARG05DTC2553N_C2984474.pdf"
"RC0805FR-07255KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","255k","1%","±100ppm/℃","","","LCSC","C273871","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC0805FR-07255KL_C273871.pdf"
"FRC1206F2553TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","255k","1%","±100ppm/℃","","","LCSC","C2999527","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1206F2553TS_C2999527.pdf"
"1210W2F2553T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","255k","1%","±100ppm/℃","","","LCSC","C422346","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-1210W2F2553T5E_C422346.pdf"
"0402WGF2613TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","261k","1%","±100ppm/℃","","","LCSC","C27003","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0402WGF2613TCE_C27003.pdf"
"TR0603D261KP0525","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","261k","0.5%","±25ppm/℃","","","LCSC","C149952","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-TR0603D261KP0525_C149952.pdf"
"FRC0603F2613TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","261k","1%","±100ppm/℃","","","LCSC","C2930083","Datasheet","https://datasheet.lcsc.com/lcsc/2308241009_FOJAN-FRC0603F2613TS_C2930083.pdf"
"RC0805DR-07261KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","261k","0.5%","±100ppm/℃","","","LCSC","C472174","Datasheet","https://datasheet.lcsc.com/lcsc/2311211102_YAGEO-RC0805DR-07261KL_C472174.pdf"
"FRC0805F2613TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","261k","1%","±100ppm/℃","","","LCSC","C2933387","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F2613TS_C2933387.pdf"
"CRCW1206261KFKEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","261k","1%","±100ppm/℃","","","LCSC","C4297877","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312131140_Vishay-Intertech-CRCW1206261KFKEA_C4297877.pdf"
"TR1210D261KP0525","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","250","261k","0.5%","±25ppm/℃","","","LCSC","C153314","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-TR1210D261KP0525_C153314.pdf"
"201007F2613T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","261k","1%","±100ppm/℃","","","LCSC","C421877","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-201007F2613T4E_C421877.pdf"
"RC-12K2613FT","FH(Guangdong Fenghua Advanced Tech)","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","261k","1%","±100ppm/℃","","","LCSC","C453435","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-RC-12K2613FT_C453435.pdf"
"FRC0402F2673TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","267k","1%","±100ppm/℃","","","LCSC","C2998050","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0402F2673TS_C2998050.pdf"
"RK73H1ETTP2673F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","267k","1%","±100ppm/℃","","","LCSC","C880127","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010121502_KOA-Speer-Elec-RK73H1ETTP2673F_C880127.pdf"
"RT0603BRD07267KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","267k","0.1%","±25ppm/℃","","","LCSC","C705753","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292104_YAGEO-RT0603BRD07267KL_C705753.pdf"
"RT0603DRE07267KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","267k","0.5%","±50ppm/℃","","","LCSC","C375509","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_YAGEO-RT0603DRE07267KL_C375509.pdf"
"FRC0603F2673TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","267k","1%","±100ppm/℃","","","LCSC","C2998118","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0603F2673TS_C2998118.pdf"
"0805W8D2673T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","267k","0.5%","±100ppm/℃","","","LCSC","C422844","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-0805W8D2673T5E_C422844.pdf"
"RTT052673FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","267k","1%","±100ppm/℃","","","LCSC","C104164","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT052673FTP_C104164.pdf"
"RT1206BRD07267KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","267k","0.1%","±25ppm/℃","","","LCSC","C870591","Datasheet","https://datasheet.lcsc.com/lcsc/2210181930_YAGEO-RT1206BRD07267KL_C870591.pdf"
"RC1206FR-07267KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","267k","1%","±100ppm/℃","","","LCSC","C137344","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC1206FR-07267KL_C137344.pdf"
"AC1210FR-07267KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","267k","1%","±100ppm/℃","","","LCSC","C230139","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-07267KL_C230139.pdf"
"RC0402FR-07270KL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","270k","1%","±100ppm/℃","","","LCSC","C163475","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC0402FR-07270KL_C163475.pdf"
"CR0402F270KQ10Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","270k","1%","±100ppm/℃","","","LCSC","C881205","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR0402F270KQ10Z_C881205.pdf"
"HP02WAF2703TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","270k","1%","±100ppm/℃","","","LCSC","C2759500","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP02WAF2703TCE_C2759500.pdf"
"AR03BTCX2703","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","270k","0.1%","±25ppm/℃","","","LCSC","C2828628","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-AR03BTCX2703_C2828628.pdf"
"ARG03DTC2703","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","270k","0.5%","±25ppm/℃","","","LCSC","C2889163","Datasheet","https://datasheet.lcsc.com/lcsc/2108241730_Viking-Tech-ARG03DTC2703_C2889163.pdf"
"0603WAF2703T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","270k","1%","±100ppm/℃","","","LCSC","C22965","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF2703T5E_C22965.pdf"
